order_date,channel,sessions,orders,new_customer_orders,returning_customer_orders,gross_revenue,amount_refunded,units_sold,units_returned,cogs,ad_spend
2025-07-12,Direct,108,4,1,3,319.31,0.0,7,0,112.58,0
2025-07-12,Email,100,4,0,4,285.22,0.0,6,0,101.08,0
2025-07-12,Referral,58,1,0,1,83.14,0.0,1,0,31.66,0
2025-07-12,Bol.com,0,1,0,1,70.87,0.0,1,0,26.89,0
2025-07-13,Google Ads,269,8,4,4,601.77,0.0,13,0,232.65,249.76
2025-07-13,Meta Ads,114,2,1,1,146.33,0.0,3,0,51.51,124.26
2025-07-13,Organic Search,240,4,1,3,314.78,0.0,7,0,116.52,0
2025-07-13,Direct,130,4,1,3,307.48,0.0,7,0,112.4,0
2025-07-13,Email,96,3,0,3,261.22,0.0,4,0,99.19,0
2025-07-13,Referral,65,1,0,1,74.78,0.0,1,0,27.15,0
2025-07-13,Bol.com,0,1,0,1,79.01,0.0,1,0,27.98,0
2025-07-14,Google Ads,418,10,5,5,778.44,0.0,16,0,276.07,327.71
2025-07-14,Meta Ads,167,3,1,2,257.88,0.0,5,0,93.88,188.51
2025-07-14,Organic Search,400,7,2,5,575.51,0.0,12,0,208.1,0
2025-07-14,Direct,183,6,1,5,465.28,0.0,11,0,168.35,0
2025-07-14,Email,152,6,0,6,467.69,0.0,11,0,165.31,0
2025-07-14,Referral,77,2,1,1,151.61,0.0,3,0,53.83,0
2025-07-14,Bol.com,0,1,0,1,83.01,0.0,1,0,30.68,0
2025-07-15,Google Ads,390,10,5,5,692.32,0.0,17,0,251.41,311.18
2025-07-15,Meta Ads,152,2,1,1,169.49,0.0,3,0,60.42,173.47
2025-07-15,Organic Search,319,6,2,4,485.98,0.0,11,0,186.18,0
2025-07-15,Direct,154,5,1,4,434.07,0.0,9,0,157.72,0
2025-07-15,Email,113,4,0,4,300.68,0.0,7,0,109.49,0
2025-07-15,Referral,69,1,0,1,75.22,0.0,1,0,28.09,0
2025-07-15,Bol.com,0,2,0,2,148.7,0.0,3,0,54.8,0
2025-07-16,Google Ads,401,10,5,5,796.47,0.0,19,0,296.83,351.53
2025-07-16,Meta Ads,142,2,1,1,156.1,0.0,3,0,56.97,165.75
2025-07-16,Organic Search,327,7,2,5,590.6,0.0,12,0,229.37,0
2025-07-16,Direct,153,4,1,3,281.45,0.0,7,0,99.63,0
2025-07-16,Email,140,6,0,6,501.21,0.0,11,0,184.2,0
2025-07-16,Referral,79,2,0,2,160.68,0.0,3,0,56.59,0
2025-07-16,Bol.com,0,2,0,2,158.88,0.0,3,0,58.59,0
2025-07-17,Google Ads,374,10,5,5,792.38,0.0,18,0,282.85,298.22
2025-07-17,Meta Ads,163,3,1,2,223.82,0.0,5,0,82.09,180.42
2025-07-17,Organic Search,336,6,2,4,457.43,0.0,9,0,174.79,0
2025-07-17,Direct,154,5,1,4,403.75,0.0,8,0,145.78,0
2025-07-17,Email,139,6,0,6,507.6,0.0,11,0,194.57,0
2025-07-17,Referral,70,2,1,1,171.0,0.0,3,0,60.68,0
2025-07-17,Bol.com,0,2,0,2,142.54,0.0,3,0,52.86,0
2025-07-18,Google Ads,418,10,5,5,730.97,0.0,16,0,272.74,329.5
2025-07-18,Meta Ads,172,3,1,2,214.02,0.0,5,0,77.24,177.79
2025-07-18,Organic Search,337,7,3,4,521.95,0.0,12,0,200.45,0
2025-07-18,Direct,179,6,1,5,504.1,0.0,9,0,192.89,0
2025-07-18,Email,140,7,1,6,583.84,0.0,11,0,225.92,0
2025-07-18,Referral,78,2,0,2,169.74,0.0,3,0,62.13,0
2025-07-18,Bol.com,0,2,0,2,140.66,0.0,3,0,54.08,0
2025-07-19,Google Ads,301,8,4,4,554.19,0.0,15,0,204.46,241.6
2025-07-19,Meta Ads,128,2,1,1,167.99,0.0,3,0,61.24,130.01
2025-07-19,Organic Search,265,6,2,4,414.91,0.0,9,0,157.98,0
2025-07-19,Direct,108,3,0,3,223.54,0.0,4,0,86.59,0
2025-07-19,Email,106,5,0,5,407.39,0.0,9,0,154.28,0
2025-07-19,Referral,55,1,0,1,83.61,0.0,1,0,32.1,0
2025-07-19,Bol.com,0,1,0,1,72.84,0.0,1,0,27.29,0
2025-07-20,Google Ads,267,7,3,4,533.03,0.0,12,0,194.62,285.11
2025-07-20,Meta Ads,112,2,1,1,171.72,0.0,3,0,64.89,122.58
2025-07-20,Organic Search,279,6,2,4,467.34,0.0,10,0,181.48,0
2025-07-20,Direct,117,4,0,4,305.15,0.0,6,0,114.23,0
2025-07-20,Email,113,4,0,4,308.87,0.0,6,0,116.49,0
2025-07-20,Referral,64,2,1,1,164.84,0.0,3,0,59.97,0
2025-07-20,Bol.com,0,1,0,1,87.3,0.0,1,0,33.1,0
2025-07-21,Google Ads,399,10,5,5,755.83,0.0,19,0,272.95,347.09
2025-07-21,Meta Ads,183,4,2,2,298.32,0.0,7,0,105.35,162.42
2025-07-21,Organic Search,377,9,3,6,773.81,0.0,15,0,293.8,0
2025-07-21,Direct,157,5,1,4,372.73,0.0,9,0,142.78,0
2025-07-21,Email,143,7,0,7,499.96,0.0,11,0,188.8,0
2025-07-21,Referral,81,2,1,1,138.81,0.0,3,0,51.32,0
2025-07-21,Bol.com,0,2,0,2,141.91,0.0,3,0,50.77,0
2025-07-22,Google Ads,385,10,5,5,868.29,0.0,18,0,307.67,335.09
2025-07-22,Meta Ads,157,3,1,2,244.18,0.0,5,0,94.42,175.0
2025-07-22,Organic Search,288,5,2,3,404.93,0.0,8,0,142.42,0
2025-07-22,Direct,168,6,1,5,448.33,0.0,11,0,167.03,0
2025-07-22,Email,117,4,0,4,298.76,0.0,6,0,109.23,0
2025-07-22,Referral,73,1,0,1,84.84,0.0,1,0,32.27,0
2025-07-22,Bol.com,0,1,0,1,80.88,0.0,1,0,30.84,0
2025-07-23,Google Ads,334,9,5,4,704.13,0.0,16,0,262.17,321.77
2025-07-23,Meta Ads,167,3,1,2,230.3,0.0,5,0,84.9,157.44
2025-07-23,Organic Search,342,6,2,4,482.55,0.0,10,0,185.81,0
2025-07-23,Direct,156,4,0,4,342.17,0.0,7,0,120.88,0
2025-07-23,Email,117,4,0,4,306.38,0.0,6,0,110.56,0
2025-07-23,Referral,74,1,0,1,70.77,0.0,1,0,25.9,0
2025-07-23,Bol.com,0,1,0,1,74.21,0.0,1,0,27.8,0
2025-07-24,Google Ads,410,10,5,5,826.24,0.0,18,0,306.76,296.75
2025-07-24,Meta Ads,146,2,1,1,163.18,0.0,3,0,60.3,178.07
2025-07-24,Organic Search,374,7,2,5,570.94,0.0,12,0,200.98,0
2025-07-24,Direct,146,4,1,3,338.88,0.0,6,0,124.58,0
2025-07-24,Email,138,6,0,6,445.64,0.0,10,0,159.38,0
2025-07-24,Referral,74,2,1,1,154.93,0.0,3,0,57.72,0
2025-07-24,Bol.com,0,2,0,2,137.57,0.0,3,0,52.68,0
2025-07-25,Google Ads,368,9,4,5,699.66,0.0,16,0,267.07,323.67
2025-07-25,Meta Ads,163,3,1,2,223.66,0.0,4,0,82.53,166.74
2025-07-25,Organic Search,358,7,2,5,483.21,0.0,12,0,174.0,0
2025-07-25,Direct,145,5,1,4,399.56,0.0,9,0,144.78,0
2025-07-25,Email,136,6,0,6,487.44,0.0,11,0,186.57,0
2025-07-25,Referral,80,2,1,1,162.25,0.0,3,0,57.64,0
2025-07-25,Bol.com,0,1,0,1,74.32,0.0,1,0,28.55,0
2025-07-26,Google Ads,278,8,4,4,558.65,0.0,14,0,201.0,216.76
2025-07-26,Meta Ads,106,2,1,1,170.14,0.0,3,0,63.05,123.17
2025-07-26,Organic Search,241,5,1,4,385.99,0.0,9,0,144.4,0
2025-07-26,Direct,117,4,1,3,277.7,0.0,6,0,106.97,0
2025-07-26,Email,84,3,0,3,234.33,0.0,5,0,85.27,0
2025-07-26,Referral,50,1,0,1,76.42,0.0,1,0,27.83,0
2025-07-26,Bol.com,0,1,0,1,75.61,0.0,1,0,27.0,0
2025-07-27,Google Ads,249,7,3,4,534.12,0.0,12,0,194.89,211.67
2025-07-27,Meta Ads,104,1,0,1,86.3,0.0,1,0,30.86,109.79
2025-07-27,Organic Search,253,5,2,3,427.68,0.0,8,0,160.78,0
2025-07-27,Direct,115,3,0,3,244.16,0.0,5,0,94.04,0
2025-07-27,Email,84,3,0,3,257.61,0.0,5,0,95.74,0
2025-07-27,Referral,61,1,0,1,85.26,0.0,1,0,30.92,0
2025-07-27,Bol.com,0,1,0,1,82.21,0.0,1,0,29.76,0
2025-07-28,Google Ads,400,11,5,6,760.78,0.0,20,0,289.21,374.73
2025-07-28,Meta Ads,190,3,1,2,226.87,0.0,5,0,85.21,166.32
2025-07-28,Organic Search,338,7,2,5,609.29,0.0,13,0,234.33,0
2025-07-28,Direct,175,6,1,5,451.19,0.0,10,0,169.82,0
2025-07-28,Email,149,6,0,6,448.66,0.0,10,0,159.33,0
2025-07-28,Referral,89,2,0,2,139.61,0.0,3,0,50.98,0
2025-07-28,Bol.com,0,2,0,2,156.71,0.0,3,0,57.54,0
2025-07-29,Google Ads,374,11,6,5,784.76,0.0,18,0,296.3,364.88
2025-07-29,Meta Ads,146,2,1,1,165.23,0.0,3,0,61.76,168.82
2025-07-29,Organic Search,305,6,2,4,429.06,0.0,10,0,158.53,0
2025-07-29,Direct,172,5,1,4,347.75,0.0,9,0,132.77,0
2025-07-29,Email,133,5,0,5,424.67,0.0,8,0,163.42,0
2025-07-29,Referral,85,2,1,1,159.96,0.0,3,0,58.89,0
2025-07-29,Bol.com,0,1,0,1,74.73,0.0,1,0,26.91,0
2025-07-30,Google Ads,401,12,6,6,968.78,0.0,23,0,369.06,339.4
2025-07-30,Meta Ads,157,2,1,1,144.48,0.0,3,0,53.83,153.88
2025-07-30,Organic Search,321,7,2,5,603.16,0.0,11,0,217.48,0
2025-07-30,Direct,162,6,1,5,502.47,0.0,11,0,192.64,0
2025-07-30,Email,114,5,0,5,423.66,0.0,8,0,150.47,0
2025-07-30,Referral,71,1,0,1,70.32,0.0,1,0,26.32,0
2025-07-30,Bol.com,0,1,0,1,69.74,0.0,1,0,25.35,0
2025-07-31,Google Ads,338,8,4,4,636.88,0.0,14,0,226.58,297.77
2025-07-31,Meta Ads,158,3,1,2,228.8,0.0,5,0,88.58,178.38
2025-07-31,Organic Search,312,6,2,4,446.05,0.0,10,0,160.14,0
2025-07-31,Direct,177,5,1,4,416.4,0.0,9,0,153.32,0
2025-07-31,Email,117,5,0,5,370.27,0.0,9,0,136.76,0
2025-07-31,Referral,81,2,0,2,150.44,0.0,3,0,53.13,0
2025-07-31,Bol.com,0,2,0,2,148.54,0.0,3,0,55.27,0
2025-08-01,Google Ads,368,11,5,6,895.5,0.0,19,0,329.77,300.96
2025-08-01,Meta Ads,171,3,1,2,239.59,0.0,4,0,84.23,163.9
2025-08-01,Organic Search,351,8,3,5,683.2,0.0,14,0,260.05,0
2025-08-01,Direct,159,4,0,4,336.87,0.0,7,0,128.54,0
2025-08-01,Email,138,5,0,5,415.08,0.0,9,0,160.28,0
2025-08-01,Referral,75,2,0,2,147.81,0.0,3,0,55.31,0
2025-08-01,Bol.com,0,1,0,1,73.03,0.0,1,0,28.11,0
2025-08-02,Google Ads,241,7,3,4,594.47,0.0,12,0,223.47,236.65
2025-08-02,Meta Ads,116,2,1,1,142.08,0.0,3,0,51.14,120.48
2025-08-02,Organic Search,248,4,1,3,348.84,0.0,7,0,129.85,0
2025-08-02,Direct,110,4,1,3,345.18,0.0,6,0,134.04,0
2025-08-02,Email,88,4,0,4,301.63,0.0,7,0,109.12,0
2025-08-02,Referral,54,1,0,1,72.28,0.0,1,0,27.38,0
2025-08-02,Bol.com,0,1,0,1,70.03,0.0,1,0,26.24,0
2025-08-03,Google Ads,291,8,4,4,599.19,0.0,13,0,218.17,216.24
2025-08-03,Meta Ads,111,2,1,1,166.32,0.0,3,0,62.02,112.14
2025-08-03,Organic Search,216,4,1,3,338.04,0.0,6,0,124.35,0
2025-08-03,Direct,110,3,0,3,243.97,0.0,5,0,86.62,0
2025-08-03,Email,102,4,0,4,323.96,0.0,6,0,124.42,0
2025-08-03,Referral,59,1,0,1,83.3,0.0,1,0,29.6,0
2025-08-03,Bol.com,0,1,0,1,83.42,0.0,1,0,30.11,0
2025-08-04,Google Ads,402,10,5,5,697.72,0.0,17,0,264.72,347.54
2025-08-04,Meta Ads,190,4,2,2,297.67,0.0,6,0,111.09,195.23
2025-08-04,Organic Search,325,7,2,5,593.0,0.0,12,0,228.37,0
2025-08-04,Direct,186,6,1,5,489.88,0.0,11,0,182.68,0
2025-08-04,Email,161,7,1,6,501.75,0.0,12,0,180.44,0
2025-08-04,Referral,76,2,0,2,160.64,0.0,3,0,58.44,0
2025-08-04,Bol.com,0,2,0,2,144.18,0.0,3,0,50.84,0
2025-08-05,Google Ads,330,9,5,4,625.16,0.0,14,0,240.22,334.91
2025-08-05,Meta Ads,146,2,1,1,138.08,0.0,3,0,52.0,158.89
2025-08-05,Organic Search,340,6,2,4,446.11,0.0,10,0,172.34,0
2025-08-05,Direct,170,6,1,5,510.5,0.0,9,0,194.46,0
2025-08-05,Email,117,5,0,5,399.32,0.0,9,0,149.46,0
2025-08-05,Referral,70,2,1,1,149.55,0.0,3,0,57.28,0
2025-08-05,Bol.com,0,2,0,2,145.11,0.0,3,0,51.35,0
2025-08-06,Google Ads,387,10,5,5,773.31,0.0,17,0,292.29,333.53
2025-08-06,Meta Ads,151,2,1,1,159.14,0.0,3,0,61.02,167.45
2025-08-06,Organic Search,318,7,2,5,603.07,0.0,12,0,213.85,0
2025-08-06,Direct,158,5,1,4,386.75,0.0,9,0,141.79,0
2025-08-06,Email,143,6,0,6,432.01,0.0,10,0,153.17,0
2025-08-06,Referral,86,2,1,1,166.7,0.0,3,0,58.83,0
2025-08-06,Bol.com,0,1,0,1,74.8,0.0,1,0,27.05,0
2025-08-07,Google Ads,429,12,6,6,1028.64,0.0,19,0,391.37,334.93
2025-08-07,Meta Ads,160,3,1,2,232.43,0.0,5,0,85.12,164.77
2025-08-07,Organic Search,363,7,2,5,583.47,0.0,13,0,222.19,0
2025-08-07,Direct,157,4,1,3,326.82,0.0,6,0,119.41,0
2025-08-07,Email,139,5,0,5,344.11,0.0,9,0,126.29,0
2025-08-07,Referral,85,2,1,1,157.41,0.0,3,0,60.7,0
2025-08-07,Bol.com,0,1,0,1,74.82,0.0,1,0,28.7,0
2025-08-08,Google Ads,346,9,4,5,636.06,0.0,16,0,225.77,287.61
2025-08-08,Meta Ads,154,2,1,1,155.57,0.0,3,0,56.32,152.96
2025-08-08,Organic Search,329,6,2,4,470.08,0.0,10,0,167.96,0
2025-08-08,Direct,138,4,0,4,279.71,0.0,7,0,100.45,0
2025-08-08,Email,125,5,0,5,399.71,0.0,9,0,150.63,0
2025-08-08,Referral,72,1,0,1,69.84,0.0,1,0,26.9,0
2025-08-08,Bol.com,0,2,0,2,158.85,0.0,3,0,58.52,0
2025-08-09,Google Ads,269,7,4,3,503.43,0.0,11,0,185.48,278.24
2025-08-09,Meta Ads,112,2,1,1,172.69,0.0,3,0,64.71,123.75
2025-08-09,Organic Search,278,6,2,4,436.24,0.0,10,0,169.4,0
2025-08-09,Direct,109,3,0,3,224.23,0.0,5,0,82.65,0
2025-08-09,Email,90,4,0,4,303.1,0.0,7,0,106.66,0
2025-08-09,Referral,55,1,0,1,82.66,0.0,1,0,29.8,0
2025-08-09,Bol.com,0,1,0,1,84.0,0.0,1,0,29.84,0
2025-08-10,Google Ads,270,6,3,3,487.92,0.0,10,0,172.13,258.64
2025-08-10,Meta Ads,111,2,1,1,167.66,0.0,3,0,61.36,121.78
2025-08-10,Organic Search,221,4,1,3,332.0,0.0,7,0,117.82,0
2025-08-10,Direct,116,4,0,4,288.95,0.0,7,0,110.09,0
2025-08-10,Email,107,4,0,4,305.69,0.0,6,0,109.59,0
2025-08-10,Referral,55,1,0,1,70.9,0.0,1,0,25.98,0
2025-08-10,Bol.com,0,1,0,1,77.23,0.0,1,0,28.2,0
2025-08-11,Google Ads,377,10,5,5,705.46,0.0,18,0,252.44,393.27
2025-08-11,Meta Ads,174,3,2,1,243.99,0.0,5,0,91.5,198.97
2025-08-11,Organic Search,338,8,3,5,599.31,0.0,14,0,224.86,0
2025-08-11,Direct,159,5,1,4,364.97,0.0,9,0,138.25,0
2025-08-11,Email,150,6,0,6,453.91,0.0,10,0,160.19,0
2025-08-11,Referral,93,2,1,1,164.96,0.0,3,0,62.63,0
2025-08-11,Bol.com,0,2,0,2,161.54,0.0,3,0,58.76,0
2025-08-12,Google Ads,409,11,5,6,896.58,0.0,20,0,325.82,328.32
2025-08-12,Meta Ads,140,3,1,2,216.73,0.0,5,0,76.92,175.02
2025-08-12,Organic Search,359,8,3,5,560.83,0.0,15,0,202.21,0
2025-08-12,Direct,147,4,0,4,308.13,0.0,7,0,109.22,0
2025-08-12,Email,148,6,0,6,461.42,0.0,10,0,176.18,0
2025-08-12,Referral,85,2,0,2,169.26,0.0,3,0,60.45,0
2025-08-12,Bol.com,0,2,0,2,154.64,0.0,3,0,54.77,0
2025-08-13,Google Ads,340,8,4,4,624.1,0.0,15,0,241.08,369.23
2025-08-13,Meta Ads,154,3,1,2,238.96,0.0,5,0,87.4,173.31
2025-08-13,Organic Search,307,6,2,4,514.4,0.0,11,0,193.92,0
2025-08-13,Direct,166,6,1,5,494.47,0.0,10,0,185.35,0
2025-08-13,Email,138,6,0,6,441.19,0.0,10,0,164.91,0
2025-08-13,Referral,88,2,0,2,166.15,0.0,3,0,62.01,0
2025-08-13,Bol.com,0,2,0,2,144.35,0.0,3,0,52.35,0
2025-08-14,Google Ads,369,9,4,5,765.42,0.0,16,0,291.04,326.63
2025-08-14,Meta Ads,148,3,2,1,228.27,0.0,5,0,80.25,156.48
2025-08-14,Organic Search,355,7,2,5,576.54,0.0,11,0,206.88,0
2025-08-14,Direct,150,5,1,4,419.43,0.0,8,0,159.21,0
2025-08-14,Email,127,6,0,6,482.25,0.0,11,0,174.74,0
2025-08-14,Referral,79,2,0,2,159.21,0.0,3,0,56.32,0
2025-08-14,Bol.com,0,2,0,2,159.09,0.0,3,0,55.96,0
2025-08-15,Google Ads,418,12,6,6,899.39,0.0,21,0,349.39,378.33
2025-08-15,Meta Ads,186,3,1,2,209.13,0.0,5,0,77.04,189.43
2025-08-15,Organic Search,370,9,3,6,719.17,0.0,17,0,274.48,0
2025-08-15,Direct,163,5,1,4,387.68,0.0,8,0,150.0,0
2025-08-15,Email,151,5,0,5,347.48,0.0,9,0,129.94,0
2025-08-15,Referral,82,2,0,2,153.3,0.0,3,0,58.75,0
2025-08-15,Bol.com,0,2,0,2,148.28,0.0,3,0,55.26,0
2025-08-16,Google Ads,257,7,3,4,568.68,0.0,12,0,209.28,229.29
2025-08-16,Meta Ads,125,2,1,1,165.48,0.0,3,0,62.55,119.31
2025-08-16,Organic Search,278,6,2,4,436.59,0.0,10,0,155.45,0
2025-08-16,Direct,110,3,0,3,211.0,0.0,5,0,80.15,0
2025-08-16,Email,103,4,0,4,328.28,0.0,7,0,122.22,0
2025-08-16,Referral,65,2,0,2,141.61,0.0,3,0,54.69,0
2025-08-16,Bol.com,0,1,0,1,75.52,0.0,1,0,26.55,0
2025-08-17,Google Ads,308,9,4,5,679.26,0.0,16,0,253.88,237.66
2025-08-17,Meta Ads,119,2,1,1,142.7,0.0,3,0,52.57,134.14
2025-08-17,Organic Search,232,5,2,3,409.0,0.0,9,0,145.63,0
2025-08-17,Direct,136,5,1,4,420.77,0.0,8,0,163.18,0
2025-08-17,Email,97,4,0,4,329.42,0.0,7,0,126.34,0
2025-08-17,Referral,56,1,0,1,87.07,0.0,1,0,32.37,0
2025-08-17,Bol.com,0,1,0,1,87.18,0.0,1,0,31.56,0
2025-08-18,Google Ads,441,11,5,6,909.95,0.0,20,0,343.74,359.17
2025-08-18,Meta Ads,160,2,1,1,148.18,0.0,3,0,56.12,164.63
2025-08-18,Organic Search,382,8,3,5,697.16,0.0,13,0,266.76,0
2025-08-18,Direct,191,5,1,4,360.01,0.0,8,0,134.45,0
2025-08-18,Email,161,7,1,6,484.93,0.0,11,0,187.58,0
2025-08-18,Referral,90,2,1,1,167.06,0.0,3,0,62.74,0
2025-08-18,Bol.com,0,1,0,1,75.52,0.0,1,0,28.41,0
2025-08-19,Google Ads,369,10,5,5,825.93,0.0,19,0,310.01,319.27
2025-08-19,Meta Ads,158,2,1,1,171.31,0.0,3,0,60.34,169.1
2025-08-19,Organic Search,327,7,2,5,548.48,0.0,12,0,195.31,0
2025-08-19,Direct,165,6,1,5,432.13,0.0,11,0,164.69,0
2025-08-19,Email,118,4,0,4,286.63,0.0,7,0,111.14,0
2025-08-19,Referral,77,2,1,1,153.12,0.0,3,0,59.18,0
2025-08-19,Bol.com,0,1,0,1,80.98,0.0,1,0,30.03,0
2025-08-20,Google Ads,380,9,4,5,755.87,0.0,15,0,288.97,374.05
2025-08-20,Meta Ads,165,3,1,2,213.14,0.0,5,0,77.93,190.13
2025-08-20,Organic Search,328,6,2,4,459.61,0.0,11,0,174.01,0
2025-08-20,Direct,181,6,1,5,453.64,0.0,11,0,166.5,0
2025-08-20,Email,123,6,0,6,414.75,0.0,11,0,147.47,0
2025-08-20,Referral,81,2,1,1,150.86,0.0,3,0,54.29,0
2025-08-20,Bol.com,0,1,0,1,86.78,0.0,1,0,31.07,0
2025-08-21,Google Ads,406,10,5,5,817.53,0.0,19,0,314.48,310.29
2025-08-21,Meta Ads,179,3,1,2,247.55,0.0,5,0,94.8,172.31
2025-08-21,Organic Search,306,5,2,3,357.75,0.0,8,0,126.45,0
2025-08-21,Direct,170,6,1,5,439.82,0.0,11,0,170.65,0
2025-08-21,Email,144,6,0,6,459.89,0.0,11,0,166.84,0
2025-08-21,Referral,87,2,0,2,148.99,0.0,3,0,57.58,0
2025-08-21,Bol.com,0,1,0,1,82.56,0.0,1,0,31.96,0
2025-08-22,Google Ads,408,10,5,5,873.22,0.0,19,0,326.85,379.37
2025-08-22,Meta Ads,175,3,2,1,248.02,0.0,5,0,94.73,193.8
2025-08-22,Organic Search,347,7,2,5,606.89,0.0,13,0,218.38,0
2025-08-22,Direct,148,5,1,4,432.35,0.0,8,0,153.78,0
2025-08-22,Email,151,6,0,6,497.92,0.0,9,0,178.94,0
2025-08-22,Referral,87,2,0,2,148.69,0.0,3,0,52.46,0
2025-08-22,Bol.com,0,2,0,2,155.56,0.0,3,0,56.72,0
2025-08-23,Google Ads,283,7,3,4,544.96,0.0,11,0,194.05,272.57
2025-08-23,Meta Ads,120,2,1,1,152.08,0.0,3,0,58.02,127.4
2025-08-23,Organic Search,269,6,2,4,451.57,0.0,10,0,162.04,0
2025-08-23,Direct,121,3,0,3,247.7,0.0,5,0,91.46,0
2025-08-23,Email,113,4,0,4,315.75,0.0,7,0,119.92,0
2025-08-23,Referral,71,2,1,1,168.84,0.0,3,0,59.48,0
2025-08-23,Bol.com,0,1,0,1,83.01,0.0,1,0,32.18,0
2025-08-24,Google Ads,275,7,4,3,512.94,0.0,11,0,194.85,281.31
2025-08-24,Meta Ads,138,2,1,1,144.71,0.0,3,0,53.56,122.87
2025-08-24,Organic Search,289,6,2,4,437.6,0.0,10,0,168.86,0
2025-08-24,Direct,121,4,0,4,278.38,0.0,7,0,100.23,0
2025-08-24,Email,99,4,0,4,322.77,0.0,6,0,117.65,0
2025-08-24,Referral,60,1,0,1,69.41,0.0,1,0,25.61,0
2025-08-24,Bol.com,0,1,0,1,72.1,0.0,1,0,25.6,0
2025-08-25,Google Ads,470,12,6,6,904.86,0.0,22,0,339.83,359.36
2025-08-25,Meta Ads,180,4,2,2,330.16,0.0,6,0,124.04,183.88
2025-08-25,Organic Search,405,10,3,7,788.72,0.0,17,0,283.13,0
2025-08-25,Direct,195,5,1,4,394.73,0.0,8,0,151.99,0
2025-08-25,Email,172,8,1,7,656.55,0.0,15,0,253.4,0
2025-08-25,Referral,92,2,1,1,163.36,0.0,3,0,62.22,0
2025-08-25,Bol.com,0,2,0,2,152.16,0.0,3,0,54.42,0
2025-08-26,Google Ads,414,10,5,5,720.86,0.0,16,0,276.83,371.11
2025-08-26,Meta Ads,164,3,1,2,222.96,0.0,5,0,79.78,158.95
2025-08-26,Organic Search,325,6,2,4,511.09,0.0,11,0,191.8,0
2025-08-26,Direct,156,5,1,4,343.33,0.0,8,0,121.74,0
2025-08-26,Email,145,6,0,6,457.71,0.0,11,0,174.7,0
2025-08-26,Referral,89,2,1,1,143.9,0.0,3,0,54.72,0
2025-08-26,Bol.com,0,2,0,2,165.2,0.0,3,0,61.94,0
2025-08-27,Google Ads,379,9,5,4,753.85,0.0,17,0,285.24,352.18
2025-08-27,Meta Ads,191,3,1,2,216.31,0.0,5,0,81.87,193.64
2025-08-27,Organic Search,321,6,2,4,456.12,0.0,11,0,164.47,0
2025-08-27,Direct,191,7,1,6,549.51,0.0,13,0,200.84,0
2025-08-27,Email,128,6,0,6,484.23,0.0,9,0,172.76,0
2025-08-27,Referral,89,2,1,1,173.13,0.0,3,0,65.39,0
2025-08-27,Bol.com,0,1,0,1,79.18,0.0,1,0,28.28,0
2025-08-28,Google Ads,416,9,5,4,635.08,0.0,15,0,226.56,396.45
2025-08-28,Meta Ads,153,2,1,1,161.82,0.0,3,0,62.17,199.91
2025-08-28,Organic Search,327,6,2,4,423.27,0.0,11,0,150.63,0
2025-08-28,Direct,190,7,1,6,559.69,0.0,11,0,210.8,0
2025-08-28,Email,132,6,0,6,503.67,0.0,10,0,189.37,0
2025-08-28,Referral,95,3,1,2,210.21,0.0,4,0,78.99,0
2025-08-28,Bol.com,0,1,0,1,82.14,0.0,1,0,30.63,0
2025-08-29,Google Ads,351,10,5,5,758.48,0.0,17,0,278.22,372.06
2025-08-29,Meta Ads,160,3,1,2,219.73,0.0,5,0,81.56,192.54
2025-08-29,Organic Search,337,7,2,5,556.2,0.0,13,0,200.34,0
2025-08-29,Direct,146,5,1,4,395.46,0.0,9,0,144.12,0
2025-08-29,Email,150,7,1,6,519.1,0.0,11,0,200.0,0
2025-08-29,Referral,78,2,0,2,142.44,0.0,3,0,50.21,0
2025-08-29,Bol.com,0,2,0,2,163.54,0.0,3,0,62.75,0
2025-08-30,Google Ads,264,6,3,3,503.24,0.0,10,0,190.82,275.41
2025-08-30,Meta Ads,120,2,1,1,166.54,0.0,3,0,63.97,120.02
2025-08-30,Organic Search,278,6,2,4,505.37,0.0,11,0,193.15,0
2025-08-30,Direct,138,4,1,3,306.28,0.0,6,0,118.74,0
2025-08-30,Email,95,3,0,3,218.21,0.0,5,0,83.5,0
2025-08-30,Referral,67,1,0,1,80.66,0.0,1,0,30.28,0
2025-08-30,Bol.com,0,1,0,1,70.1,0.0,1,0,25.37,0
2025-08-31,Google Ads,290,8,4,4,631.74,0.0,14,0,244.89,257.15
2025-08-31,Meta Ads,123,2,1,1,149.06,0.0,3,0,53.95,127.04
2025-08-31,Organic Search,234,5,2,3,434.35,0.0,9,0,164.59,0
2025-08-31,Direct,109,4,0,4,318.53,0.0,7,0,115.38,0
2025-08-31,Email,92,4,0,4,281.55,0.0,7,0,105.78,0
2025-08-31,Referral,64,1,0,1,78.31,0.0,1,0,28.52,0
2025-08-31,Bol.com,0,1,0,1,75.39,0.0,1,0,28.66,0
2025-09-01,Google Ads,443,10,5,5,803.92,0.0,17,0,308.47,389.71
2025-09-01,Meta Ads,205,4,2,2,281.61,0.0,6,0,101.9,191.68
2025-09-01,Organic Search,347,6,2,4,440.81,0.0,10,0,165.55,0
2025-09-01,Direct,169,5,1,4,346.91,0.0,9,0,133.71,0
2025-09-01,Email,140,6,0,6,518.77,0.0,10,0,187.39,0
2025-09-01,Referral,100,3,1,2,242.08,0.0,5,0,85.16,0
