session_date,session_source,session_medium,session_campaign,session_default_channel_grouping,device_category,country,landing_page_path,sessions,engaged_sessions,revenue,page_views,add_to_cart_events,begin_checkout_events,purchase_events,transactions
2025-10-02,email,newsletter,Weekly Newsletter,Email,mobile,Netherlands,/collections/new-arrivals,33,20,0.0,82,2,1,0,0
2025-10-02,bing,organic,,Organic Search,tablet,Netherlands,/,16,9,0.0,48,1,0,0,0
2025-10-02,bing,organic,,Organic Search,mobile,Netherlands,/,17,9,0.0,46,1,0,0,0
2025-10-02,bing,organic,,Organic Search,mobile,Belgium,/collections/new-arrivals,19,10,0.0,48,1,0,0,0
2025-10-02,pinterest,referral,,Social,mobile,Belgium,/products/premium-hoodie,13,5,0.0,31,0,0,0,0
2025-10-02,pinterest,referral,,Social,mobile,France,/collections/best-sellers,13,5,0.0,41,1,0,0,0
2025-10-02,pinterest,referral,,Social,desktop,Belgium,/pages/about-us,14,5,0.0,39,1,0,0,0
2025-10-03,google,cpc,Brand - BE,Paid Search,mobile,Netherlands,/,100,59,117.57,248,9,5,2,2
2025-10-03,google,cpc,Shopping - All Products,Paid Search,desktop,Belgium,/,105,54,209.34,328,7,3,3,3
2025-10-03,google,cpc,Search - Generic,Paid Search,desktop,Netherlands,/products/organic-joggers,121,70,202.34,315,10,6,3,3
2025-10-03,google,organic,,Organic Search,tablet,Netherlands,/,148,97,214.68,356,9,5,3,3
2025-10-03,google,organic,,Organic Search,mobile,France,/collections/best-sellers,120,69,67.88,285,9,5,1,1
2025-10-03,google,organic,,Organic Search,mobile,France,/collections/new-arrivals,136,79,111.61,379,12,5,2,2
2025-10-03,(direct),(none),,Direct,mobile,Netherlands,/products/premium-hoodie,69,35,74.45,167,5,2,1,1
2025-10-03,(direct),(none),,Direct,tablet,Germany,/products/organic-joggers,67,31,67.95,179,6,3,1,1
2025-10-03,(direct),(none),,Direct,mobile,Belgium,/,61,32,57.01,184,4,2,1,1
2025-10-03,facebook,paid,Retargeting - Website Visitors,Paid Social,desktop,Netherlands,/collections/best-sellers,51,24,0.0,137,3,1,0,0
2025-10-03,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Netherlands,/,50,21,0.0,138,3,1,0,0
2025-10-03,facebook,paid,Lookalike - Purchasers,Paid Social,desktop,Germany,/collections/sale,43,20,0.0,137,4,2,0,0
2025-10-03,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/products/organic-joggers,24,11,0.0,64,1,0,0,0
2025-10-03,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/products/premium-hoodie,19,7,0.0,52,1,0,0,0
2025-10-03,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Belgium,/products/weekend-bag,24,10,0.0,60,1,0,0,0
2025-10-03,email,newsletter,Abandoned Cart,Email,desktop,Belgium,/products/organic-joggers,37,26,58.37,119,3,1,1,1
2025-10-03,email,newsletter,Weekly Newsletter,Email,desktop,Germany,/collections/sale,34,21,63.68,83,2,1,1,1
2025-10-03,email,newsletter,Abandoned Cart,Email,desktop,Netherlands,/collections/best-sellers,39,27,71.49,99,2,1,1,1
2025-10-03,bing,organic,,Organic Search,desktop,Germany,/collections/sale,16,9,0.0,44,1,0,0,0
2025-10-03,bing,organic,,Organic Search,desktop,Netherlands,/collections/sale,20,13,0.0,59,1,0,0,0
2025-10-03,bing,organic,,Organic Search,desktop,Other,/collections/best-sellers,18,11,0.0,44,1,0,0,0
2025-10-03,pinterest,referral,,Social,mobile,Netherlands,/products/organic-joggers,12,5,0.0,38,0,0,0,0
2025-10-03,pinterest,referral,,Social,desktop,Netherlands,/collections/new-arrivals,15,6,0.0,36,1,0,0,0
2025-10-03,pinterest,referral,,Social,mobile,Netherlands,/,11,4,0.0,33,0,0,0,0
2025-10-04,google,cpc,Shopping - Best Sellers,Paid Search,mobile,Netherlands,/pages/about-us,73,40,72.65,234,6,3,1,1
2025-10-04,google,cpc,Shopping - All Products,Paid Search,desktop,Netherlands,/products/premium-hoodie,76,42,140.61,226,5,2,2,2
2025-10-04,google,cpc,Shopping - All Products,Paid Search,mobile,Belgium,/products/organic-joggers,68,39,62.75,171,5,2,1,1
2025-10-04,google,organic,,Organic Search,mobile,Netherlands,/products/organic-joggers,90,59,64.09,279,8,4,1,1
2025-10-04,google,organic,,Organic Search,mobile,Netherlands,/collections/new-arrivals,82,50,55.36,254,7,3,1,1
2025-10-04,google,organic,,Organic Search,mobile,Germany,/collections/new-arrivals,83,55,72.86,244,7,4,1,1
2025-10-04,(direct),(none),,Direct,desktop,Netherlands,/collections/sale,48,24,58.59,131,3,1,1,1
2025-10-04,(direct),(none),,Direct,mobile,Belgium,/products/organic-joggers,51,27,58.97,124,4,2,1,1
2025-10-04,(direct),(none),,Direct,desktop,Netherlands,/collections/new-arrivals,43,21,56.74,127,2,1,1,1
2025-10-04,facebook,paid,Lookalike - Purchasers,Paid Social,mobile,Netherlands,/products/recycled-sneakers,32,14,0.0,93,2,0,0,0
2025-10-04,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Netherlands,/,32,15,0.0,96,2,1,0,0
2025-10-04,facebook,paid,Lookalike - Purchasers,Paid Social,desktop,Netherlands,/,28,11,0.0,67,2,1,0,0
2025-10-04,instagram,paid,Stories - New Collection,Paid Social,mobile,Belgium,/products/premium-hoodie,15,7,0.0,37,1,0,0,0
2025-10-04,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Belgium,/products/classic-essential-tee,15,6,0.0,43,1,0,0,0
2025-10-04,instagram,paid,Stories - New Collection,Paid Social,desktop,Netherlands,/collections/sale,13,5,0.0,38,0,0,0,0
2025-10-04,email,newsletter,Weekly Newsletter,Email,mobile,Netherlands,/,28,19,0.0,78,2,0,0,0
2025-10-04,email,newsletter,Weekly Newsletter,Email,mobile,Netherlands,/,26,17,0.0,75,1,0,0,0
2025-10-04,email,newsletter,Weekly Newsletter,Email,desktop,France,/,28,18,0.0,71,2,1,0,0
2025-10-04,bing,organic,,Organic Search,mobile,Germany,/collections/best-sellers,12,7,0.0,29,1,0,0,0
2025-10-04,bing,organic,,Organic Search,mobile,France,/products/recycled-sneakers,11,6,0.0,27,0,0,0,0
2025-10-04,bing,organic,,Organic Search,mobile,Germany,/products/weekend-bag,12,7,0.0,29,1,0,0,0
2025-10-04,pinterest,referral,,Social,mobile,Germany,/collections/new-arrivals,8,3,0.0,25,0,0,0,0
2025-10-04,pinterest,referral,,Social,desktop,Belgium,/blogs/style-guide,9,3,0.0,23,0,0,0,0
2025-10-04,pinterest,referral,,Social,mobile,Netherlands,/blogs/style-guide,9,3,0.0,23,0,0,0,0
2025-10-05,google,cpc,Shopping - Best Sellers,Paid Search,desktop,Belgium,/products/organic-joggers,74,40,143.41,235,5,2,2,2
2025-10-05,google,cpc,Shopping - All Products,Paid Search,desktop,Netherlands,/pages/about-us,70,36,126.7,191,6,3,2,2
2025-10-05,google,cpc,Performance Max - Prospecting,Paid Search,desktop,Germany,/,85,47,118.12,206,7,4,2,2
2025-10-05,google,organic,,Organic Search,desktop,Netherlands,/products/premium-hoodie,92,55,71.57,232,7,4,1,1
2025-10-05,google,organic,,Organic Search,tablet,Belgium,/blogs/style-guide,108,64,113.23,346,7,4,2,2
2025-10-05,google,organic,,Organic Search,mobile,Other,/collections/new-arrivals,109,65,71.44,288,8,4,1,1
2025-10-05,(direct),(none),,Direct,desktop,Netherlands,/collections/best-sellers,50,23,72.8,137,3,1,1,1
2025-10-05,(direct),(none),,Direct,mobile,Belgium,/collections/new-arrivals,52,26,70.26,130,4,1,1,1
2025-10-05,(direct),(none),,Direct,mobile,Netherlands,/products/recycled-sneakers,44,23,57.75,136,3,1,1,1
2025-10-05,facebook,paid,Lookalike - Purchasers,Paid Social,desktop,Netherlands,/collections/new-arrivals,33,15,0.0,98,2,0,0,0
2025-10-05,facebook,paid,Retargeting - Website Visitors,Paid Social,desktop,Netherlands,/collections/sale,35,15,0.0,99,2,1,0,0
2025-10-05,facebook,paid,Broad - Interest Based,Paid Social,desktop,Netherlands,/pages/about-us,30,12,0.0,91,2,1,0,0
2025-10-05,instagram,paid,Stories - New Collection,Paid Social,mobile,Belgium,/collections/best-sellers,15,6,0.0,43,1,0,0,0
2025-10-05,instagram,paid,Reels - Product Highlights,Paid Social,mobile,Belgium,/,14,6,0.0,42,0,0,0,0
2025-10-05,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/collections/accessories,17,7,0.0,48,1,0,0,0
2025-10-05,email,newsletter,Weekly Newsletter,Email,desktop,Netherlands,/collections/new-arrivals,25,14,72.32,78,1,0,1,1
2025-10-05,email,newsletter,Abandoned Cart,Email,desktop,Germany,/collections/best-sellers,26,15,71.25,75,2,0,1,1
2025-10-05,email,newsletter,Abandoned Cart,Email,desktop,Belgium,/products/premium-hoodie,27,16,71.92,70,1,0,1,1
2025-10-05,bing,organic,,Organic Search,desktop,Belgium,/products/organic-joggers,12,7,0.0,34,0,0,0,0
2025-10-05,bing,organic,,Organic Search,mobile,Netherlands,/,11,6,0.0,32,0,0,0,0
2025-10-05,bing,organic,,Organic Search,desktop,Netherlands,/collections/new-arrivals,14,8,0.0,44,1,0,0,0
2025-10-05,pinterest,referral,,Social,tablet,Netherlands,/collections/sale,8,3,0.0,25,0,0,0,0
2025-10-05,pinterest,referral,,Social,desktop,France,/products/classic-essential-tee,8,3,0.0,21,0,0,0,0
2025-10-05,pinterest,referral,,Social,mobile,Belgium,/blogs/style-guide,10,4,0.0,27,0,0,0,0
2025-10-06,google,cpc,Performance Max - Prospecting,Paid Search,desktop,Netherlands,/products/premium-hoodie,139,71,213.54,384,11,6,3,3
2025-10-06,google,cpc,Search - Generic,Paid Search,desktop,France,/collections/new-arrivals,122,64,220.61,305,7,3,3,3
2025-10-06,google,cpc,Brand - NL,Paid Search,mobile,Netherlands,/,141,77,141.71,379,11,6,2,2
2025-10-06,google,organic,,Organic Search,mobile,Netherlands,/products/premium-hoodie,148,99,127.31,374,13,6,2,2
2025-10-06,google,organic,,Organic Search,desktop,Netherlands,/products/weekend-bag,169,94,218.09,495,14,8,3,3
2025-10-06,google,organic,,Organic Search,mobile,Germany,/,160,97,143.36,446,14,6,2,2
2025-10-06,(direct),(none),,Direct,mobile,Netherlands,/collections/best-sellers,82,40,59.56,201,7,3,1,1
2025-10-06,(direct),(none),,Direct,desktop,Netherlands,/products/organic-joggers,73,34,121.97,208,5,2,2,2
2025-10-06,(direct),(none),,Direct,desktop,Belgium,/collections/new-arrivals,78,42,128.35,190,5,2,2,2
2025-10-06,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Netherlands,/collections/sale,51,23,0.0,154,3,1,0,0
2025-10-06,facebook,paid,Retargeting - Website Visitors,Paid Social,desktop,Netherlands,/collections/accessories,46,20,0.0,117,3,1,0,0
2025-10-06,facebook,paid,Lookalike - Purchasers,Paid Social,desktop,Belgium,/,52,24,0.0,148,3,1,0,0
2025-10-06,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Netherlands,/collections/best-sellers,25,10,0.0,79,2,0,0,0
2025-10-06,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Belgium,/collections/sale,26,12,0.0,78,2,1,0,0
2025-10-06,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Netherlands,/blogs/style-guide,23,9,0.0,62,1,0,0,0
2025-10-06,email,newsletter,Abandoned Cart,Email,tablet,Netherlands,/collections/sale,36,23,68.77,109,3,1,1,1
2025-10-06,email,newsletter,Weekly Newsletter,Email,desktop,Netherlands,/collections/best-sellers,36,22,66.85,88,3,1,1,1
2025-10-06,email,newsletter,Abandoned Cart,Email,mobile,Netherlands,/collections/best-sellers,44,30,63.79,128,3,1,1,1
2025-10-06,bing,organic,,Organic Search,tablet,Netherlands,/blogs/style-guide,17,10,0.0,50,1,0,0,0
2025-10-06,bing,organic,,Organic Search,mobile,France,/,22,14,0.0,66,2,1,0,0
2025-10-06,bing,organic,,Organic Search,desktop,Netherlands,/collections/sale,22,12,0.0,65,1,0,0,0
2025-10-06,pinterest,referral,,Social,mobile,Netherlands,/products/classic-essential-tee,14,6,0.0,43,1,0,0,0
2025-10-06,pinterest,referral,,Social,mobile,Netherlands,/collections/best-sellers,17,6,0.0,53,1,0,0,0
2025-10-06,pinterest,referral,,Social,tablet,Netherlands,/products/premium-hoodie,14,6,0.0,42,1,0,0,0
2025-10-07,google,cpc,Shopping - Best Sellers,Paid Search,desktop,Belgium,/,119,62,196.19,334,8,4,3,3
2025-10-07,google,cpc,Brand - NL,Paid Search,desktop,Netherlands,/,116,59,194.31,313,8,4,3,3
2025-10-07,google,cpc,Brand - NL,Paid Search,mobile,Belgium,/products/premium-hoodie,116,63,130.23,332,8,4,2,2
2025-10-07,google,organic,,Organic Search,tablet,Netherlands,/collections/accessories,118,71,71.78,375,9,4,1,1
2025-10-07,google,organic,,Organic Search,desktop,Netherlands,/products/classic-essential-tee,152,92,215.02,457,10,4,3,3
2025-10-07,google,organic,,Organic Search,mobile,Netherlands,/,134,78,145.87,430,10,5,2,2
2025-10-07,(direct),(none),,Direct,mobile,Netherlands,/products/weekend-bag,60,28,70.22,166,4,2,1,1
2025-10-07,(direct),(none),,Direct,desktop,Netherlands,/products/recycled-sneakers,71,36,117.61,216,5,2,2,2
2025-10-07,(direct),(none),,Direct,mobile,Belgium,/,74,39,69.94,202,6,2,1,1
2025-10-07,facebook,paid,Retargeting - Website Visitors,Paid Social,desktop,Netherlands,/,39,16,0.0,98,2,1,0,0
2025-10-07,facebook,paid,Broad - Interest Based,Paid Social,desktop,Netherlands,/collections/new-arrivals,40,17,0.0,128,3,1,0,0
2025-10-07,facebook,paid,Lookalike - Purchasers,Paid Social,desktop,Netherlands,/products/organic-joggers,41,19,0.0,102,3,1,0,0
2025-10-07,instagram,paid,Stories - New Collection,Paid Social,desktop,Other,/products/organic-joggers,19,7,0.0,53,1,0,0,0
2025-10-07,instagram,paid,Reels - Product Highlights,Paid Social,mobile,Netherlands,/collections/new-arrivals,19,7,0.0,51,1,0,0,0
2025-10-07,instagram,paid,Stories - New Collection,Paid Social,mobile,Belgium,/collections/accessories,23,9,0.0,64,1,0,0,0
2025-10-07,email,newsletter,Abandoned Cart,Email,desktop,Belgium,/products/organic-joggers,35,23,67.73,91,3,1,1,1
2025-10-07,email,newsletter,Post-Purchase Flow,Email,mobile,Germany,/,38,27,63.94,117,2,1,1,1
2025-10-07,email,newsletter,Abandoned Cart,Email,mobile,Germany,/pages/about-us,37,25,59.8,118,2,1,1,1
2025-10-07,bing,organic,,Organic Search,desktop,Germany,/,19,12,0.0,52,1,0,0,0
2025-10-07,bing,organic,,Organic Search,desktop,Netherlands,/collections/sale,19,11,0.0,55,1,0,0,0
2025-10-07,bing,organic,,Organic Search,mobile,Netherlands,/collections/sale,20,12,0.0,61,1,0,0,0
2025-10-07,pinterest,referral,,Social,mobile,Netherlands,/collections/best-sellers,14,5,0.0,44,1,0,0,0
2025-10-07,pinterest,referral,,Social,mobile,Germany,/products/organic-joggers,13,5,0.0,37,1,0,0,0
2025-10-07,pinterest,referral,,Social,mobile,Netherlands,/products/premium-hoodie,11,4,0.0,35,1,0,0,0
2025-10-08,google,cpc,Search - Generic,Paid Search,tablet,Belgium,/collections/accessories,104,54,141.82,255,8,4,2,2
2025-10-08,google,cpc,Performance Max - Prospecting,Paid Search,mobile,Germany,/products/weekend-bag,125,71,125.81,387,10,5,2,2
2025-10-08,google,cpc,Brand - BE,Paid Search,mobile,Netherlands,/,106,63,123.41,309,10,6,2,2
2025-10-08,google,organic,,Organic Search,desktop,Netherlands,/collections/sale,120,73,143.41,386,8,4,2,2
2025-10-08,google,organic,,Organic Search,mobile,Netherlands,/collections/best-sellers,136,80,139.87,371,11,6,2,2
2025-10-08,google,organic,,Organic Search,mobile,Belgium,/products/weekend-bag,146,84,129.14,384,10,5,2,2
2025-10-08,(direct),(none),,Direct,desktop,Netherlands,/,73,36,125.19,180,6,3,2,2
2025-10-08,(direct),(none),,Direct,desktop,Belgium,/collections/best-sellers,60,28,71.84,160,4,2,1,1
2025-10-08,(direct),(none),,Direct,mobile,Netherlands,/collections/accessories,70,37,66.68,217,5,3,1,1
2025-10-08,facebook,paid,Retargeting - Website Visitors,Paid Social,desktop,Other,/,46,20,0.0,147,2,0,0,0
2025-10-08,facebook,paid,Broad - Interest Based,Paid Social,tablet,Netherlands,/collections/new-arrivals,49,20,0.0,126,3,1,0,0
2025-10-08,facebook,paid,Lookalike - Purchasers,Paid Social,desktop,Netherlands,/collections/accessories,45,21,0.0,138,3,1,0,0
2025-10-08,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/blogs/style-guide,24,11,0.0,76,2,0,0,0
2025-10-08,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/products/classic-essential-tee,21,9,0.0,51,1,0,0,0
2025-10-08,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/products/premium-hoodie,21,8,0.0,65,1,0,0,0
2025-10-08,email,newsletter,Abandoned Cart,Email,mobile,Netherlands,/products/organic-joggers,38,22,58.6,93,2,0,1,1
2025-10-08,email,newsletter,Abandoned Cart,Email,desktop,Belgium,/collections/accessories,36,23,70.27,111,2,1,1,1
2025-10-08,email,newsletter,Weekly Newsletter,Email,mobile,Belgium,/products/recycled-sneakers,32,18,0.0,99,2,1,0,0
2025-10-08,bing,organic,,Organic Search,mobile,Belgium,/products/classic-essential-tee,19,12,0.0,47,1,0,0,0
2025-10-08,bing,organic,,Organic Search,desktop,Netherlands,/collections/new-arrivals,17,10,0.0,43,1,0,0,0
2025-10-08,bing,organic,,Organic Search,mobile,Netherlands,/products/organic-joggers,16,10,0.0,50,1,0,0,0
2025-10-08,pinterest,referral,,Social,mobile,Belgium,/blogs/style-guide,13,5,0.0,38,1,0,0,0
2025-10-08,pinterest,referral,,Social,mobile,Belgium,/,14,5,0.0,38,1,0,0,0
2025-10-08,pinterest,referral,,Social,desktop,Netherlands,/products/recycled-sneakers,14,5,0.0,37,1,0,0,0
2025-10-09,google,cpc,Brand - NL,Paid Search,mobile,Netherlands,/products/weekend-bag,104,51,119.18,260,7,3,2,2
2025-10-09,google,cpc,Shopping - All Products,Paid Search,desktop,Netherlands,/collections/best-sellers,105,54,208.51,250,7,4,3,3
2025-10-09,google,cpc,Shopping - Best Sellers,Paid Search,tablet,Belgium,/collections/best-sellers,98,56,147.83,267,6,3,2,2
2025-10-09,google,organic,,Organic Search,desktop,Netherlands,/products/recycled-sneakers,119,76,129.27,290,7,3,2,2
2025-10-09,google,organic,,Organic Search,mobile,Germany,/products/classic-essential-tee,144,85,136.05,371,11,5,2,2
2025-10-09,google,organic,,Organic Search,mobile,Netherlands,/collections/accessories,145,92,134.4,369,11,6,2,2
2025-10-09,(direct),(none),,Direct,mobile,Germany,/products/premium-hoodie,61,31,66.58,172,4,1,1,1
2025-10-09,(direct),(none),,Direct,desktop,Belgium,/collections/sale,76,34,186.14,228,5,2,3,3
2025-10-09,(direct),(none),,Direct,mobile,Belgium,/blogs/style-guide,69,32,64.81,206,5,2,1,1
2025-10-09,facebook,paid,Broad - Interest Based,Paid Social,mobile,Netherlands,/products/weekend-bag,41,19,0.0,129,3,1,0,0
2025-10-09,facebook,paid,Lookalike - Purchasers,Paid Social,mobile,Netherlands,/collections/best-sellers,39,18,0.0,98,2,0,0,0
2025-10-09,facebook,paid,Retargeting - Website Visitors,Paid Social,desktop,Belgium,/collections/best-sellers,48,23,0.0,123,3,1,0,0
2025-10-09,instagram,paid,Stories - New Collection,Paid Social,tablet,Netherlands,/products/organic-joggers,21,10,0.0,65,1,0,0,0
2025-10-09,instagram,paid,Reels - Product Highlights,Paid Social,mobile,Netherlands,/products/organic-joggers,20,8,0.0,51,1,0,0,0
2025-10-09,instagram,paid,Reels - Product Highlights,Paid Social,mobile,Netherlands,/,22,10,0.0,59,1,0,0,0
2025-10-09,email,newsletter,Abandoned Cart,Email,desktop,Netherlands,/collections/best-sellers,35,21,59.23,99,2,0,1,1
2025-10-09,email,newsletter,Post-Purchase Flow,Email,mobile,Netherlands,/,35,22,61.08,89,2,1,1,1
2025-10-09,email,newsletter,Post-Purchase Flow,Email,mobile,Belgium,/,36,23,63.71,106,3,1,1,1
2025-10-09,bing,organic,,Organic Search,tablet,Belgium,/collections/accessories,16,8,0.0,46,1,0,0,0
2025-10-09,bing,organic,,Organic Search,mobile,Netherlands,/products/premium-hoodie,17,9,0.0,43,1,0,0,0
2025-10-09,bing,organic,,Organic Search,mobile,Netherlands,/,17,11,0.0,42,1,0,0,0
2025-10-09,pinterest,referral,,Social,desktop,Germany,/collections/sale,11,4,0.0,26,0,0,0,0
2025-10-09,pinterest,referral,,Social,mobile,Netherlands,/,14,5,0.0,40,1,0,0,0
2025-10-09,pinterest,referral,,Social,mobile,Netherlands,/products/classic-essential-tee,11,4,0.0,31,0,0,0,0
2025-10-10,google,cpc,Search - Generic,Paid Search,mobile,Netherlands,/collections/sale,119,65,112.63,323,10,6,2,2
2025-10-10,google,cpc,Shopping - All Products,Paid Search,desktop,Netherlands,/products/classic-essential-tee,120,71,133.33,352,11,6,2,2
2025-10-10,google,cpc,Brand - BE,Paid Search,desktop,France,/collections/new-arrivals,97,49,148.43,311,7,4,2,2
2025-10-10,google,organic,,Organic Search,mobile,Belgium,/products/premium-hoodie,134,89,66.94,342,8,4,1,1
2025-10-10,google,organic,,Organic Search,desktop,Belgium,/products/premium-hoodie,110,61,136.78,302,8,3,2,2
2025-10-10,google,organic,,Organic Search,mobile,Germany,/collections/new-arrivals,144,91,57.98,445,10,5,1,1
2025-10-10,(direct),(none),,Direct,mobile,Netherlands,/collections/best-sellers,58,26,70.75,149,4,1,1,1
2025-10-10,(direct),(none),,Direct,desktop,Netherlands,/collections/accessories,70,35,145.16,189,5,3,2,2
2025-10-10,(direct),(none),,Direct,desktop,Belgium,/,60,29,62.25,158,5,2,1,1
2025-10-10,facebook,paid,Lookalike - Purchasers,Paid Social,desktop,Netherlands,/,44,18,0.0,132,3,1,0,0
2025-10-10,facebook,paid,Lookalike - Purchasers,Paid Social,mobile,Belgium,/products/classic-essential-tee,39,19,0.0,123,3,1,0,0
2025-10-10,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Belgium,/,42,20,0.0,108,3,1,0,0
2025-10-10,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Netherlands,/collections/new-arrivals,23,11,0.0,73,1,0,0,0
2025-10-10,instagram,paid,Reels - Product Highlights,Paid Social,mobile,Germany,/collections/best-sellers,23,9,0.0,69,1,0,0,0
2025-10-10,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Netherlands,/collections/best-sellers,23,11,0.0,61,1,0,0,0
2025-10-10,email,newsletter,Post-Purchase Flow,Email,mobile,Belgium,/collections/best-sellers,34,23,0.0,97,3,1,0,0
2025-10-10,email,newsletter,Post-Purchase Flow,Email,desktop,Netherlands,/collections/best-sellers,38,26,58.97,118,2,1,1,1
2025-10-10,email,newsletter,Abandoned Cart,Email,mobile,France,/pages/about-us,29,17,0.0,88,2,1,0,0
2025-10-10,bing,organic,,Organic Search,desktop,Belgium,/collections/new-arrivals,14,7,0.0,38,1,0,0,0
2025-10-10,bing,organic,,Organic Search,desktop,Netherlands,/products/recycled-sneakers,19,10,0.0,49,1,0,0,0
2025-10-10,bing,organic,,Organic Search,desktop,Other,/collections/best-sellers,15,9,0.0,38,1,0,0,0
2025-10-10,pinterest,referral,,Social,mobile,Netherlands,/collections/best-sellers,13,5,0.0,40,1,0,0,0
2025-10-10,pinterest,referral,,Social,mobile,Belgium,/products/weekend-bag,14,5,0.0,39,1,0,0,0
2025-10-10,pinterest,referral,,Social,mobile,Netherlands,/,12,4,0.0,37,0,0,0,0
2025-10-11,google,cpc,Brand - NL,Paid Search,tablet,Netherlands,/,97,58,148.2,288,7,4,2,2
2025-10-11,google,cpc,Shopping - All Products,Paid Search,mobile,Germany,/products/recycled-sneakers,104,52,143.37,333,9,5,2,2
2025-10-11,google,cpc,Brand - BE,Paid Search,desktop,Netherlands,/products/premium-hoodie,96,50,111.89,298,7,3,2,2
2025-10-11,google,organic,,Organic Search,mobile,Netherlands,/products/classic-essential-tee,107,71,61.73,324,9,4,1,1
2025-10-11,google,organic,,Organic Search,mobile,Germany,/collections/best-sellers,107,67,66.94,269,7,3,1,1
2025-10-11,google,organic,,Organic Search,mobile,Netherlands,/collections/accessories,114,75,62.68,364,9,4,1,1
2025-10-11,(direct),(none),,Direct,mobile,Netherlands,/collections/best-sellers,52,28,59.81,133,3,1,1,1
2025-10-11,(direct),(none),,Direct,mobile,Belgium,/collections/new-arrivals,58,26,68.46,147,4,2,1,1
2025-10-11,(direct),(none),,Direct,tablet,Germany,/,56,27,64.15,172,4,2,1,1
2025-10-11,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Netherlands,/products/organic-joggers,40,16,0.0,118,3,1,0,0
2025-10-11,facebook,paid,Broad - Interest Based,Paid Social,desktop,Netherlands,/products/organic-joggers,37,18,0.0,91,3,1,0,0
2025-10-11,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Netherlands,/,36,16,0.0,104,2,1,0,0
2025-10-11,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/collections/new-arrivals,18,8,0.0,50,1,0,0,0
2025-10-11,instagram,paid,Stories - New Collection,Paid Social,desktop,Netherlands,/,17,7,0.0,49,1,0,0,0
2025-10-11,instagram,paid,Reels - Product Highlights,Paid Social,mobile,Netherlands,/collections/new-arrivals,17,6,0.0,50,1,0,0,0
2025-10-11,email,newsletter,Abandoned Cart,Email,desktop,Germany,/collections/new-arrivals,28,20,73.98,86,1,0,1,1
2025-10-11,email,newsletter,Post-Purchase Flow,Email,mobile,Netherlands,/products/weekend-bag,26,17,0.0,81,1,0,0,0
2025-10-11,email,newsletter,Post-Purchase Flow,Email,desktop,Belgium,/,27,18,55.55,64,1,0,1,1
2025-10-11,bing,organic,,Organic Search,desktop,France,/collections/accessories,13,8,0.0,38,0,0,0,0
2025-10-11,bing,organic,,Organic Search,desktop,Netherlands,/collections/new-arrivals,15,10,0.0,41,0,0,0,0
2025-10-11,bing,organic,,Organic Search,desktop,Netherlands,/collections/accessories,15,8,0.0,37,1,0,0,0
2025-10-11,pinterest,referral,,Social,desktop,Germany,/blogs/style-guide,11,4,0.0,34,0,0,0,0
2025-10-11,pinterest,referral,,Social,desktop,Belgium,/collections/best-sellers,9,3,0.0,26,0,0,0,0
2025-10-11,pinterest,referral,,Social,mobile,Netherlands,/,11,4,0.0,33,0,0,0,0
2025-10-12,google,cpc,Shopping - All Products,Paid Search,desktop,Germany,/,92,47,145.23,244,6,3,2,2
2025-10-12,google,cpc,Brand - BE,Paid Search,desktop,Germany,/,90,51,133.5,218,8,4,2,2
2025-10-12,google,cpc,Brand - BE,Paid Search,tablet,Belgium,/collections/accessories,90,52,68.45,240,7,3,1,1
2025-10-12,google,organic,,Organic Search,desktop,Belgium,/blogs/style-guide,107,67,128.38,296,9,5,2,2
2025-10-12,google,organic,,Organic Search,desktop,Belgium,/collections/new-arrivals,113,68,113.19,327,7,3,2,2
2025-10-12,google,organic,,Organic Search,desktop,Netherlands,/,104,67,146.54,324,7,3,2,2
2025-10-12,(direct),(none),,Direct,desktop,Netherlands,/products/organic-joggers,52,24,59.22,160,4,2,1,1
2025-10-12,(direct),(none),,Direct,mobile,Belgium,/products/weekend-bag,47,25,58.51,124,3,1,1,1
2025-10-12,(direct),(none),,Direct,mobile,Netherlands,/collections/new-arrivals,49,23,57.24,137,4,2,1,1
2025-10-12,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Belgium,/products/recycled-sneakers,30,12,0.0,90,1,0,0,0
