event_date,device_category,channel_grouping,sessions,product_views,add_to_cart,begin_checkout,purchases,revenue
2025-10-02,desktop,Paid Search,185,126,24,13,8,481.03
2025-10-02,mobile,Paid Search,156,101,15,7,3,183.36
2025-10-02,desktop,Organic Search,214,147,27,15,9,641.01
2025-10-02,mobile,Organic Search,160,98,17,8,4,243.55
2025-10-02,desktop,Direct,99,63,12,6,3,190.15
2025-10-02,mobile,Direct,86,55,9,4,1,63.31
2025-10-02,desktop,Paid Social,109,71,13,6,3,199.38
2025-10-02,mobile,Paid Social,88,57,9,4,1,68.77
2025-10-02,desktop,Email,62,40,7,4,2,123.04
2025-10-02,mobile,Email,52,33,5,2,1,61.44
2025-10-03,desktop,Paid Search,191,133,23,13,7,500.92
2025-10-03,mobile,Paid Search,134,85,13,6,3,196.4
2025-10-03,desktop,Organic Search,215,136,28,14,9,566.19
2025-10-03,mobile,Organic Search,183,111,17,7,3,172.93
2025-10-03,desktop,Direct,96,57,10,5,2,143.85
2025-10-03,mobile,Direct,91,56,9,4,1,67.28
2025-10-03,desktop,Paid Social,109,67,13,6,3,195.41
2025-10-03,mobile,Paid Social,92,64,9,4,2,139.67
2025-10-03,desktop,Email,50,31,6,3,1,72.21
2025-10-03,mobile,Email,50,30,5,2,1,61.2
2025-10-04,desktop,Paid Search,145,92,17,10,5,307.29
2025-10-04,mobile,Paid Search,131,88,13,6,3,176.14
2025-10-04,desktop,Organic Search,185,117,24,13,7,508.53
2025-10-04,mobile,Organic Search,147,98,14,6,3,202.06
2025-10-04,desktop,Direct,93,56,10,5,2,141.23
2025-10-04,mobile,Direct,73,47,8,3,1,66.51
2025-10-04,desktop,Paid Social,92,61,10,5,3,173.26
2025-10-04,mobile,Paid Social,77,53,7,3,1,58.04
2025-10-04,desktop,Email,51,33,5,2,1,62.71
2025-10-04,mobile,Email,35,21,3,1,0,0.0
2025-10-05,desktop,Paid Search,134,90,16,9,5,320.2
2025-10-05,mobile,Paid Search,103,70,9,4,1,66.49
2025-10-05,desktop,Organic Search,169,113,21,10,5,315.95
2025-10-05,mobile,Organic Search,142,87,14,7,3,194.49
2025-10-05,desktop,Direct,82,51,9,4,2,117.02
2025-10-05,mobile,Direct,60,38,6,3,1,64.54
2025-10-05,desktop,Paid Social,89,58,10,5,3,177.01
2025-10-05,mobile,Paid Social,60,40,5,2,0,0.0
2025-10-05,desktop,Email,43,29,4,2,1,68.06
2025-10-05,mobile,Email,37,23,3,1,0,0.0
2025-10-06,desktop,Paid Search,197,129,23,13,8,485.86
2025-10-06,mobile,Paid Search,178,111,18,9,4,229.47
2025-10-06,desktop,Organic Search,263,174,28,14,7,456.66
2025-10-06,mobile,Organic Search,205,128,20,10,5,354.61
2025-10-06,desktop,Direct,133,93,16,9,5,342.89
2025-10-06,mobile,Direct,98,63,9,4,2,137.86
2025-10-06,desktop,Paid Social,111,75,13,6,3,207.02
2025-10-06,mobile,Paid Social,90,60,9,4,1,71.34
2025-10-06,desktop,Email,72,48,8,4,2,140.09
2025-10-06,mobile,Email,59,38,5,2,0,0.0
2025-10-07,desktop,Paid Search,171,106,18,10,5,358.4
2025-10-07,mobile,Paid Search,155,105,17,7,3,208.96
2025-10-07,desktop,Organic Search,218,138,26,15,9,560.37
2025-10-07,mobile,Organic Search,195,134,18,8,3,194.14
2025-10-07,desktop,Direct,100,65,12,6,3,200.94
2025-10-07,mobile,Direct,91,59,8,3,1,69.81
2025-10-07,desktop,Paid Social,111,77,12,7,3,215.36
2025-10-07,mobile,Paid Social,92,62,9,4,2,123.12
2025-10-07,desktop,Email,59,39,6,3,1,70.14
2025-10-07,mobile,Email,42,29,3,1,0,0.0
2025-10-08,desktop,Paid Search,191,121,20,10,6,367.99
2025-10-08,mobile,Paid Search,147,91,16,7,3,186.29
2025-10-08,desktop,Organic Search,203,121,23,13,7,451.51
2025-10-08,mobile,Organic Search,187,114,19,9,4,261.74
2025-10-08,desktop,Direct,117,72,12,6,3,179.86
2025-10-08,mobile,Direct,91,62,9,4,2,121.64
2025-10-08,desktop,Paid Social,105,63,13,7,4,266.78
2025-10-08,mobile,Paid Social,84,53,8,4,2,119.24
2025-10-08,desktop,Email,54,36,6,3,1,60.15
2025-10-08,mobile,Email,41,27,4,2,0,0.0
2025-10-09,desktop,Paid Search,178,118,22,11,6,389.01
2025-10-09,mobile,Paid Search,134,93,13,7,3,212.89
2025-10-09,desktop,Organic Search,213,141,27,14,9,627.08
2025-10-09,mobile,Organic Search,187,124,19,10,5,329.55
2025-10-09,desktop,Direct,113,71,14,7,4,238.41
2025-10-09,mobile,Direct,92,61,9,4,1,61.07
2025-10-09,desktop,Paid Social,99,66,11,5,3,197.67
2025-10-09,mobile,Paid Social,86,52,8,3,1,63.9
2025-10-09,desktop,Email,55,37,6,3,1,72.66
2025-10-09,mobile,Email,47,32,4,1,0,0.0
2025-10-10,desktop,Paid Search,187,116,20,11,6,363.41
2025-10-10,mobile,Paid Search,160,102,17,8,4,261.67
2025-10-10,desktop,Organic Search,235,147,26,13,7,454.73
2025-10-10,mobile,Organic Search,198,126,18,9,4,270.27
2025-10-10,desktop,Direct,114,79,13,7,4,285.84
2025-10-10,mobile,Direct,92,57,9,4,1,61.32
2025-10-10,desktop,Paid Social,114,69,13,6,3,197.08
2025-10-10,mobile,Paid Social,101,69,9,4,2,121.82
2025-10-10,desktop,Email,65,43,8,4,2,127.09
2025-10-10,mobile,Email,45,31,4,2,0,0.0
2025-10-11,desktop,Paid Search,144,93,18,9,5,329.65
2025-10-11,mobile,Paid Search,119,77,11,5,2,136.8
2025-10-11,desktop,Organic Search,150,95,17,9,5,335.24
2025-10-11,mobile,Organic Search,145,90,14,6,2,142.07
2025-10-11,desktop,Direct,77,53,8,4,2,121.99
2025-10-11,mobile,Direct,71,48,6,3,1,61.02
2025-10-11,desktop,Paid Social,78,50,9,4,2,128.9
2025-10-11,mobile,Paid Social,63,40,6,2,1,66.99
2025-10-11,desktop,Email,39,25,4,2,1,62.58
2025-10-11,mobile,Email,36,23,3,1,0,0.0
2025-10-12,desktop,Paid Search,139,89,17,9,5,323.93
2025-10-12,mobile,Paid Search,121,75,11,5,2,125.44
2025-10-12,desktop,Organic Search,144,94,16,8,5,319.79
2025-10-12,mobile,Organic Search,124,78,12,6,3,210.89
2025-10-12,desktop,Direct,71,49,8,4,2,125.37
2025-10-12,mobile,Direct,68,42,7,3,1,66.13
2025-10-12,desktop,Paid Social,81,53,9,4,2,138.78
2025-10-12,mobile,Paid Social,58,40,5,2,1,68.16
2025-10-12,desktop,Email,46,29,6,3,1,66.38
2025-10-12,mobile,Email,36,25,3,1,0,0.0
2025-10-13,desktop,Paid Search,221,146,24,14,9,544.93
2025-10-13,mobile,Paid Search,149,100,14,6,2,116.31
2025-10-13,desktop,Organic Search,238,150,28,16,9,581.37
2025-10-13,mobile,Organic Search,200,137,20,10,5,327.87
2025-10-13,desktop,Direct,104,69,13,7,4,243.71
2025-10-13,mobile,Direct,98,62,10,5,2,130.02
2025-10-13,desktop,Paid Social,106,67,12,6,3,172.21
2025-10-13,mobile,Paid Social,102,64,11,5,2,143.35
2025-10-13,desktop,Email,67,41,7,4,2,144.42
2025-10-13,mobile,Email,53,32,5,2,1,58.97
2025-10-14,desktop,Paid Search,158,109,18,9,5,313.18
2025-10-14,mobile,Paid Search,128,86,12,6,2,141.27
2025-10-14,desktop,Organic Search,220,143,29,17,9,538.83
2025-10-14,mobile,Organic Search,171,105,18,9,4,265.02
2025-10-14,desktop,Direct,117,73,14,6,3,173.18
2025-10-14,mobile,Direct,89,53,8,4,2,122.22
2025-10-14,desktop,Paid Social,98,62,12,7,4,281.3
2025-10-14,mobile,Paid Social,83,50,8,4,2,133.32
2025-10-14,desktop,Email,51,32,6,3,1,71.09
2025-10-14,mobile,Email,49,32,4,1,0,0.0
2025-10-15,desktop,Paid Search,192,127,24,13,7,476.97
2025-10-15,mobile,Paid Search,140,97,13,7,3,200.6
2025-10-15,desktop,Organic Search,229,138,29,16,10,603.63
2025-10-15,mobile,Organic Search,160,97,14,6,2,142.83
2025-10-15,desktop,Direct,116,77,12,6,3,201.6
2025-10-15,mobile,Direct,83,52,8,3,1,65.4
2025-10-15,desktop,Paid Social,114,76,12,6,3,206.5
2025-10-15,mobile,Paid Social,93,62,9,4,2,133.33
2025-10-15,desktop,Email,61,41,7,4,2,138.0
2025-10-15,mobile,Email,44,30,4,1,0,0.0
2025-10-16,desktop,Paid Search,209,145,23,11,6,426.78
2025-10-16,mobile,Paid Search,141,91,13,6,2,131.77
2025-10-16,desktop,Organic Search,238,153,26,12,6,433.31
2025-10-16,mobile,Organic Search,195,126,21,11,5,315.19
2025-10-16,desktop,Direct,111,69,14,7,3,212.66
2025-10-16,mobile,Direct,85,55,9,4,2,138.7
2025-10-16,desktop,Paid Social,112,69,14,7,3,195.81
2025-10-16,mobile,Paid Social,103,63,10,5,2,117.33
2025-10-16,desktop,Email,62,40,8,4,2,121.34
2025-10-16,mobile,Email,48,32,5,2,1,65.07
2025-10-17,desktop,Paid Search,200,130,25,12,7,458.1
2025-10-17,mobile,Paid Search,167,110,15,8,3,191.22
2025-10-17,desktop,Organic Search,240,150,30,17,10,645.78
2025-10-17,mobile,Organic Search,165,114,17,8,4,246.16
2025-10-17,desktop,Direct,118,74,13,6,3,179.26
2025-10-17,mobile,Direct,91,58,9,4,2,138.56
2025-10-17,desktop,Paid Social,107,70,12,6,3,176.43
2025-10-17,mobile,Paid Social,96,60,10,5,2,136.63
2025-10-17,desktop,Email,58,37,7,3,1,57.56
2025-10-17,mobile,Email,53,34,5,2,1,71.63
2025-10-18,desktop,Paid Search,151,95,16,8,4,246.63
2025-10-18,mobile,Paid Search,115,75,10,5,2,114.74
2025-10-18,desktop,Organic Search,174,115,19,11,6,435.73
2025-10-18,mobile,Organic Search,126,80,14,6,3,202.9
2025-10-18,desktop,Direct,96,62,12,6,3,207.53
2025-10-18,mobile,Direct,73,44,7,3,1,58.74
2025-10-18,desktop,Paid Social,79,53,10,4,2,122.22
2025-10-18,mobile,Paid Social,69,47,7,3,1,57.27
2025-10-18,desktop,Email,46,28,5,2,1,61.6
2025-10-18,mobile,Email,42,25,3,1,0,0.0
2025-10-19,desktop,Paid Search,124,80,16,8,4,234.98
2025-10-19,mobile,Paid Search,109,73,11,5,2,132.5
2025-10-19,desktop,Organic Search,148,90,18,10,6,357.09
2025-10-19,mobile,Organic Search,117,73,12,6,3,173.07
2025-10-19,desktop,Direct,76,45,9,4,2,123.27
2025-10-19,mobile,Direct,64,39,6,2,1,64.44
2025-10-19,desktop,Paid Social,80,49,9,5,3,195.69
2025-10-19,mobile,Paid Social,71,46,7,3,1,61.0
2025-10-19,desktop,Email,40,27,4,2,1,63.88
2025-10-19,mobile,Email,35,21,3,1,0,0.0
2025-10-20,desktop,Paid Search,218,152,28,16,10,618.61
2025-10-20,mobile,Paid Search,191,125,18,9,4,282.01
2025-10-20,desktop,Organic Search,254,172,33,19,11,799.34
2025-10-20,mobile,Organic Search,213,129,22,11,5,291.99
2025-10-20,desktop,Direct,125,86,15,8,5,351.59
2025-10-20,mobile,Direct,112,68,11,5,2,142.63
2025-10-20,desktop,Paid Social,117,81,13,7,3,197.16
2025-10-20,mobile,Paid Social,112,69,10,4,1,58.36
2025-10-20,desktop,Email,76,46,9,5,2,123.9
2025-10-20,mobile,Email,52,32,5,2,1,71.86
2025-10-21,desktop,Paid Search,193,117,24,12,7,454.4
2025-10-21,mobile,Paid Search,135,90,14,6,2,145.13
2025-10-21,desktop,Organic Search,233,153,27,15,8,553.14
2025-10-21,mobile,Organic Search,199,136,20,8,4,279.66
2025-10-21,desktop,Direct,111,74,13,6,3,173.11
2025-10-21,mobile,Direct,89,58,8,3,1,70.95
2025-10-21,desktop,Paid Social,102,63,11,5,3,182.89
2025-10-21,mobile,Paid Social,85,52,8,3,1,70.11
2025-10-21,desktop,Email,60,41,7,3,1,67.16
2025-10-21,mobile,Email,48,31,4,1,0,0.0
2025-10-22,desktop,Paid Search,174,108,20,9,5,290.59
2025-10-22,mobile,Paid Search,152,105,15,6,3,198.57
2025-10-22,desktop,Organic Search,248,173,28,14,7,438.9
2025-10-22,mobile,Organic Search,177,105,17,8,3,178.34
2025-10-22,desktop,Direct,102,67,11,5,2,126.82
2025-10-22,mobile,Direct,92,57,9,4,1,69.35
2025-10-22,desktop,Paid Social,115,74,14,7,4,288.4
2025-10-22,mobile,Paid Social,100,69,9,4,1,65.98
2025-10-22,desktop,Email,56,38,6,3,1,67.29
2025-10-22,mobile,Email,42,27,4,1,0,0.0
2025-10-23,desktop,Paid Search,188,118,23,12,6,433.89
2025-10-23,mobile,Paid Search,141,88,14,7,3,184.56
2025-10-23,desktop,Organic Search,225,137,29,14,7,402.53
2025-10-23,mobile,Organic Search,183,126,17,8,3,178.63
2025-10-23,desktop,Direct,104,66,13,7,4,239.27
2025-10-23,mobile,Direct,84,57,8,3,1,62.96
2025-10-23,desktop,Paid Social,108,66,12,6,3,187.98
2025-10-23,mobile,Paid Social,100,67,9,4,1,57.9
2025-10-23,desktop,Email,55,38,6,3,1,72.8
2025-10-23,mobile,Email,51,31,5,2,0,0.0
2025-10-24,desktop,Paid Search,190,124,22,12,6,394.22
2025-10-24,mobile,Paid Search,148,96,14,7,3,180.71
2025-10-24,desktop,Organic Search,224,137,24,12,7,415.83
2025-10-24,mobile,Organic Search,212,131,23,12,5,355.83
2025-10-24,desktop,Direct,113,77,13,7,4,272.06
2025-10-24,mobile,Direct,100,64,10,5,2,142.1
2025-10-24,desktop,Paid Social,110,67,13,6,3,205.86
2025-10-24,mobile,Paid Social,103,70,11,5,2,139.55
2025-10-24,desktop,Email,58,39,7,3,1,65.43
2025-10-24,mobile,Email,52,31,5,2,1,65.32
2025-10-25,desktop,Paid Search,122,82,15,8,4,252.81
2025-10-25,mobile,Paid Search,126,84,12,5,2,145.59
2025-10-25,desktop,Organic Search,183,126,20,10,5,330.19
2025-10-25,mobile,Organic Search,146,91,15,7,3,215.18
2025-10-25,desktop,Direct,85,53,10,4,2,121.96
2025-10-25,mobile,Direct,75,50,8,4,2,133.99
2025-10-25,desktop,Paid Social,80,49,9,4,2,129.03
2025-10-25,mobile,Paid Social,74,51,8,4,2,141.12
2025-10-25,desktop,Email,48,29,5,2,1,66.84
2025-10-25,mobile,Email,35,24,3,1,0,0.0
2025-10-26,desktop,Paid Search,142,98,16,8,5,349.93
2025-10-26,mobile,Paid Search,129,80,11,5,2,128.29
2025-10-26,desktop,Organic Search,191,125,23,12,6,401.92
2025-10-26,mobile,Organic Search,152,102,14,7,3,216.62
2025-10-26,desktop,Direct,94,64,11,5,2,139.6
2025-10-26,mobile,Direct,71,43,7,3,1,63.28
2025-10-26,desktop,Paid Social,81,50,10,5,3,191.94
2025-10-26,mobile,Paid Social,73,50,6,3,1,66.67
2025-10-26,desktop,Email,45,29,5,2,1,60.86
2025-10-26,mobile,Email,42,29,4,1,0,0.0
2025-10-27,desktop,Paid Search,202,132,23,12,6,350.03
2025-10-27,mobile,Paid Search,184,118,19,10,4,258.82
2025-10-27,desktop,Organic Search,289,182,37,19,11,666.13
2025-10-27,mobile,Organic Search,229,147,25,12,6,387.05
2025-10-27,desktop,Direct,130,82,16,8,5,305.32
2025-10-27,mobile,Direct,116,79,11,5,2,134.46
2025-10-27,desktop,Paid Social,123,81,16,8,5,313.98
2025-10-27,mobile,Paid Social,114,75,12,5,2,127.19
2025-10-27,desktop,Email,75,45,9,4,2,120.92
2025-10-27,mobile,Email,52,35,5,2,0,0.0
2025-10-28,desktop,Paid Search,180,126,20,10,6,388.67
2025-10-28,mobile,Paid Search,165,102,16,8,3,206.5
2025-10-28,desktop,Organic Search,237,152,27,15,9,520.2
2025-10-28,mobile,Organic Search,184,113,19,9,4,263.55
2025-10-28,desktop,Direct,124,79,13,6,3,181.98
2025-10-28,mobile,Direct,100,61,9,4,1,61.12
2025-10-28,desktop,Paid Social,117,71,15,8,4,287.58
2025-10-28,mobile,Paid Social,98,64,9,4,2,140.01
2025-10-28,desktop,Email,61,41,7,3,1,59.26
2025-10-28,mobile,Email,49,29,4,1,0,0.0
2025-10-29,desktop,Paid Search,197,132,22,12,6,413.0
2025-10-29,mobile,Paid Search,169,117,17,8,3,195.21
2025-10-29,desktop,Organic Search,230,138,25,13,8,517.47
2025-10-29,mobile,Organic Search,182,127,17,9,4,253.36
2025-10-29,desktop,Direct,119,80,13,7,4,272.69
2025-10-29,mobile,Direct,88,59,8,4,2,133.88
2025-10-29,desktop,Paid Social,114,68,13,7,4,246.1
2025-10-29,mobile,Paid Social,99,65,9,4,2,120.05
2025-10-29,desktop,Email,58,40,7,3,1,69.0
2025-10-29,mobile,Email,45,29,4,1,0,0.0
2025-10-30,desktop,Paid Search,213,141,26,14,7,445.66
2025-10-30,mobile,Paid Search,173,112,16,8,4,284.88
2025-10-30,desktop,Organic Search,255,156,32,17,10,662.48
2025-10-30,mobile,Organic Search,188,128,19,9,4,274.8
2025-10-30,desktop,Direct,131,86,16,9,5,354.78
2025-10-30,mobile,Direct,91,57,8,3,1,72.7
2025-10-30,desktop,Paid Social,126,79,16,9,5,341.99
2025-10-30,mobile,Paid Social,98,63,10,4,2,124.53
2025-10-30,desktop,Email,62,41,7,3,1,70.15
2025-10-30,mobile,Email,51,34,4,1,0,0.0
2025-10-31,desktop,Paid Search,176,118,22,12,7,466.58
2025-10-31,mobile,Paid Search,154,96,17,9,4,275.74
2025-10-31,desktop,Organic Search,244,160,29,16,10,579.9
2025-10-31,mobile,Organic Search,184,122,20,10,5,334.46
2025-10-31,desktop,Direct,108,72,11,6,3,199.93
2025-10-31,mobile,Direct,101,61,11,5,2,120.39
2025-10-31,desktop,Paid Social,112,69,14,7,3,180.49
2025-10-31,mobile,Paid Social,95,66,10,4,2,133.38
2025-10-31,desktop,Email,60,36,7,4,2,121.7
2025-10-31,mobile,Email,50,32,4,1,0,0.0
2025-11-01,desktop,Paid Search,137,89,15,9,5,358.98
2025-11-01,mobile,Paid Search,134,89,12,6,3,211.21
2025-11-01,desktop,Organic Search,163,101,18,9,5,343.77
2025-11-01,mobile,Organic Search,130,79,12,6,3,210.03
2025-11-01,desktop,Direct,93,64,10,6,3,211.52
2025-11-01,mobile,Direct,79,53,8,4,2,141.83
2025-11-01,desktop,Paid Social,89,54,9,4,2,128.52
2025-11-01,mobile,Paid Social,75,51,8,4,1,59.63
2025-11-01,desktop,Email,43,27,5,2,1,60.13
2025-11-01,mobile,Email,35,23,3,1,0,0.0
2025-11-02,desktop,Paid Search,132,88,14,7,4,282.18
2025-11-02,mobile,Paid Search,109,73,12,5,2,120.05
2025-11-02,desktop,Organic Search,159,95,18,9,5,315.01
2025-11-02,mobile,Organic Search,151,93,14,7,3,196.95
2025-11-02,desktop,Direct,83,49,10,5,3,216.67
2025-11-02,mobile,Direct,75,50,8,4,2,127.3
2025-11-02,desktop,Paid Social,84,56,10,5,3,188.53
2025-11-02,mobile,Paid Social,76,46,7,3,1,62.96
2025-11-02,desktop,Email,49,31,5,2,1,71.59
2025-11-02,mobile,Email,33,23,3,1,0,0.0
2025-11-03,desktop,Paid Search,230,146,25,13,7,457.5
2025-11-03,mobile,Paid Search,163,99,17,8,3,212.62
2025-11-03,desktop,Organic Search,232,150,30,17,10,625.32
2025-11-03,mobile,Organic Search,200,128,20,10,4,249.87
2025-11-03,desktop,Direct,122,77,13,6,3,197.98
2025-11-03,mobile,Direct,114,74,11,5,2,135.87
2025-11-03,desktop,Paid Social,120,78,15,8,4,233.02
2025-11-03,mobile,Paid Social,97,58,9,4,2,136.78
2025-11-03,desktop,Email,68,47,7,4,2,114.93
2025-11-03,mobile,Email,58,37,6,2,1,64.74
2025-11-04,desktop,Paid Search,193,115,23,13,7,502.86
2025-11-04,mobile,Paid Search,184,115,17,8,4,287.97
2025-11-04,desktop,Organic Search,219,144,28,15,9,601.69
2025-11-04,mobile,Organic Search,205,123,21,10,5,353.02
2025-11-04,desktop,Direct,119,72,13,6,3,199.65
2025-11-04,mobile,Direct,108,67,10,4,1,64.53
2025-11-04,desktop,Paid Social,126,81,14,7,3,214.12
2025-11-04,mobile,Paid Social,98,67,9,4,2,128.62
2025-11-04,desktop,Email,67,45,8,4,2,134.61
2025-11-04,mobile,Email,52,35,4,1,0,0.0
2025-11-05,desktop,Paid Search,235,140,28,14,7,436.91
2025-11-05,mobile,Paid Search,164,110,16,8,4,236.68
2025-11-05,desktop,Organic Search,271,162,34,17,10,680.34
2025-11-05,mobile,Organic Search,212,136,22,10,4,249.52
2025-11-05,desktop,Direct,117,76,13,7,4,238.17
2025-11-05,mobile,Direct,98,63,9,4,1,65.73
2025-11-05,desktop,Paid Social,135,87,14,8,5,309.64
2025-11-05,mobile,Paid Social,96,59,8,3,1,67.02
2025-11-05,desktop,Email,60,39,7,4,2,127.66
2025-11-05,mobile,Email,59,38,5,2,1,58.92
2025-11-06,desktop,Paid Search,220,142,25,13,8,498.18
2025-11-06,mobile,Paid Search,165,115,15,6,3,205.33
2025-11-06,desktop,Organic Search,260,174,32,17,10,717.95
2025-11-06,mobile,Organic Search,200,130,21,9,4,273.85
2025-11-06,desktop,Direct,145,95,15,8,4,286.49
2025-11-06,mobile,Direct,112,78,11,5,2,123.38
2025-11-06,desktop,Paid Social,146,96,18,9,4,290.37
2025-11-06,mobile,Paid Social,100,68,10,5,2,130.15
2025-11-06,desktop,Email,70,44,9,5,2,138.58
2025-11-06,mobile,Email,57,38,6,2,0,0.0
2025-11-07,desktop,Paid Search,215,131,27,13,7,473.95
2025-11-07,mobile,Paid Search,177,111,17,7,3,203.34
2025-11-07,desktop,Organic Search,277,191,35,20,11,798.33
2025-11-07,mobile,Organic Search,208,129,19,8,4,250.61
2025-11-07,desktop,Direct,125,78,13,6,3,182.37
2025-11-07,mobile,Direct,122,74,11,5,2,135.98
2025-11-07,desktop,Paid Social,154,106,17,9,5,290.57
2025-11-07,mobile,Paid Social,126,83,12,6,2,135.8
2025-11-07,desktop,Email,69,47,8,4,2,127.08
2025-11-07,mobile,Email,64,39,6,3,1,58.54
2025-11-08,desktop,Paid Search,172,104,20,12,6,417.51
2025-11-08,mobile,Paid Search,148,93,14,6,3,173.85
2025-11-08,desktop,Organic Search,188,115,24,13,7,406.14
2025-11-08,mobile,Organic Search,168,110,15,7,3,190.0
2025-11-08,desktop,Direct,103,67,12,6,3,176.27
2025-11-08,mobile,Direct,83,50,9,4,2,131.4
2025-11-08,desktop,Paid Social,106,70,13,7,4,234.83
2025-11-08,mobile,Paid Social,90,59,8,3,1,60.93
2025-11-08,desktop,Email,55,33,6,3,1,62.1
2025-11-08,mobile,Email,46,29,4,2,1,65.54
2025-11-09,desktop,Paid Search,174,121,21,11,6,364.21
2025-11-09,mobile,Paid Search,133,80,14,7,3,217.45
2025-11-09,desktop,Organic Search,219,150,23,11,6,433.81
2025-11-09,mobile,Organic Search,172,113,17,8,4,270.26
2025-11-09,desktop,Direct,117,75,14,7,4,283.62
2025-11-09,mobile,Direct,84,54,8,3,1,59.85
2025-11-09,desktop,Paid Social,105,71,11,5,2,139.99
2025-11-09,mobile,Paid Social,88,56,8,4,2,138.31
2025-11-09,desktop,Email,60,37,6,2,1,71.45
2025-11-09,mobile,Email,40,25,3,1,0,0.0
2025-11-10,desktop,Paid Search,276,184,30,15,8,542.22
2025-11-10,mobile,Paid Search,233,142,24,11,5,331.05
2025-11-10,desktop,Organic Search,333,205,39,21,11,713.12
2025-11-10,mobile,Organic Search,283,178,29,13,6,415.96
2025-11-10,desktop,Direct,171,116,22,11,7,422.8
2025-11-10,mobile,Direct,119,76,11,5,2,131.97
2025-11-10,desktop,Paid Social,159,95,18,9,5,287.39
2025-11-10,mobile,Paid Social,115,80,10,4,2,140.36
2025-11-10,desktop,Email,89,60,11,6,3,186.96
2025-11-10,mobile,Email,68,46,7,3,1,61.21
2025-11-11,desktop,Paid Search,222,141,25,13,7,408.46
2025-11-11,mobile,Paid Search,201,124,22,10,5,293.44
2025-11-11,desktop,Organic Search,324,214,42,21,12,748.58
2025-11-11,mobile,Organic Search,255,154,23,10,4,290.85
2025-11-11,desktop,Direct,144,92,18,9,5,316.57
2025-11-11,mobile,Direct,127,83,13,6,3,192.13
2025-11-11,desktop,Paid Social,132,86,14,8,4,234.57
2025-11-11,mobile,Paid Social,108,64,10,4,2,119.21
2025-11-11,desktop,Email,85,57,9,5,3,211.85
2025-11-11,mobile,Email,65,43,6,3,1,58.37
2025-11-12,desktop,Paid Search,273,176,35,18,11,792.25
2025-11-12,mobile,Paid Search,197,122,21,9,4,267.63
2025-11-12,desktop,Organic Search,297,185,37,19,11,686.65
2025-11-12,mobile,Organic Search,277,171,29,14,6,417.79
2025-11-12,desktop,Direct,153,93,19,9,5,310.29
2025-11-12,mobile,Direct,122,79,12,5,2,143.98
2025-11-12,desktop,Paid Social,147,102,18,9,4,272.35
2025-11-12,mobile,Paid Social,125,83,13,6,3,172.14
2025-11-12,desktop,Email,87,57,10,5,3,199.51
2025-11-12,mobile,Email,75,48,8,3,1,66.89
2025-11-13,desktop,Paid Search,263,174,29,15,9,619.03
2025-11-13,mobile,Paid Search,204,131,22,9,4,263.29
2025-11-13,desktop,Organic Search,332,222,43,24,13,870.78
2025-11-13,mobile,Organic Search,278,194,26,12,6,393.31
2025-11-13,desktop,Direct,146,92,17,8,5,301.47
2025-11-13,mobile,Direct,124,84,12,6,2,135.35
2025-11-13,desktop,Paid Social,154,93,17,9,5,291.4
2025-11-13,mobile,Paid Social,136,88,13,6,2,120.35
2025-11-13,desktop,Email,86,55,9,4,2,141.36
2025-11-13,mobile,Email,79,53,7,3,1,65.93
2025-11-14,desktop,Paid Search,245,170,26,13,7,406.82
2025-11-14,mobile,Paid Search,212,136,22,11,5,362.82
2025-11-14,desktop,Organic Search,320,219,37,20,13,774.83
2025-11-14,mobile,Organic Search,273,172,26,12,5,328.55
2025-11-14,desktop,Direct,173,106,19,11,6,436.14
2025-11-14,mobile,Direct,127,78,12,6,3,209.57
2025-11-14,desktop,Paid Social,174,107,21,12,6,430.29
2025-11-14,mobile,Paid Social,136,89,14,7,3,186.51
2025-11-14,desktop,Email,83,50,10,5,3,188.35
2025-11-14,mobile,Email,72,44,7,3,1,63.59
2025-11-15,desktop,Paid Search,224,134,25,13,8,516.26
2025-11-15,mobile,Paid Search,166,107,15,8,4,238.18
2025-11-15,desktop,Organic Search,287,184,33,17,10,650.94
2025-11-15,mobile,Organic Search,242,161,24,12,6,354.99
2025-11-15,desktop,Direct,145,100,18,9,5,352.67
2025-11-15,mobile,Direct,113,76,11,5,2,134.26
2025-11-15,desktop,Paid Social,133,89,17,8,4,283.78
2025-11-15,mobile,Paid Social,117,79,12,6,2,124.24
2025-11-15,desktop,Email,75,50,8,4,2,138.17
2025-11-15,mobile,Email,53,32,5,2,0,0.0
2025-11-16,desktop,Paid Search,228,139,28,15,8,569.85
2025-11-16,mobile,Paid Search,197,129,21,11,5,339.93
2025-11-16,desktop,Organic Search,239,156,28,14,8,567.55
2025-11-16,mobile,Organic Search,244,151,26,14,6,399.22
2025-11-16,desktop,Direct,122,76,13,7,4,251.88
2025-11-16,mobile,Direct,106,67,11,5,2,131.66
2025-11-16,desktop,Paid Social,128,89,15,7,4,287.48
2025-11-16,mobile,Paid Social,121,73,11,5,2,119.14
2025-11-16,desktop,Email,68,47,7,3,1,72.0
2025-11-16,mobile,Email,53,32,5,2,1,62.73
2025-11-17,desktop,Paid Search,354,231,44,24,13,755.86
2025-11-17,mobile,Paid Search,292,190,32,14,7,490.18
2025-11-17,desktop,Organic Search,408,272,50,28,15,1008.76
2025-11-17,mobile,Organic Search,352,212,35,18,9,532.14
2025-11-17,desktop,Direct,178,118,20,10,6,370.18
